,i,t,m,women,girls,boys,men,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize
1428,131912,2018,thies,7,6,6,4,3,1,0,4,1,1,2,0,0,2,4,3,0,2,3.135494216
1429,13192,2018,thies,2,0,3,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,1.791759469
1430,13193,2018,thies,2,1,2,2,0,1,1,0,1,0,0,0,2,0,0,1,0,1,1.945910149
1431,13194,2018,thies,7,5,5,4,2,2,1,2,1,0,1,2,1,3,2,0,1,3,3.044522438
1432,13195,2018,thies,4,5,1,0,0,1,1,3,0,1,0,0,0,1,0,2,0,1,2.302585093
1433,13196,2018,thies,1,0,4,1,0,0,2,0,1,0,1,0,0,0,0,1,1,0,1.791759469
1434,13197,2018,thies,3,2,3,1,1,0,1,2,1,0,0,0,0,1,1,1,0,1,2.197224577
1435,13198,2018,thies,2,2,4,1,1,0,1,1,2,1,0,0,0,1,1,1,0,0,2.197224577
1436,13199,2018,thies,2,2,1,3,0,2,0,0,1,0,0,1,0,1,2,0,1,0,2.079441542
1437,132,2018,dakar,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289
1438,13211,2018,thies,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289
1439,132110,2018,thies,3,1,3,0,0,0,0,0,1,1,2,1,0,0,0,1,0,1,1.945910149
1440,132111,2018,thies,1,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361
1441,132112,2018,thies,2,0,2,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1.609437912
1442,13212,2018,thies,1,2,2,3,0,0,1,0,1,0,0,2,1,0,2,1,0,0,2.079441542
1443,13213,2018,thies,0,4,1,3,0,0,1,0,0,3,0,1,1,0,1,0,1,0,2.079441542
1444,13214,2018,thies,3,0,6,6,0,0,1,0,3,0,2,0,2,1,3,1,1,1,2.708050201
1445,13215,2018,thies,3,1,5,2,2,0,1,0,2,0,0,1,0,1,2,1,0,1,2.397895273
1446,13216,2018,thies,1,0,0,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1.386294361
1447,13217,2018,thies,2,0,1,3,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1.791759469
1448,13218,2018,thies,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1.098612289
1449,13219,2018,thies,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1.386294361
1450,13231,2018,thies,3,1,5,6,3,0,1,0,1,0,0,1,2,1,3,2,1,0,2.708050201
1451,132310,2018,thies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1452,132311,2018,thies,5,2,0,3,0,0,0,0,0,2,0,0,1,1,0,1,2,3,2.302585093
1453,132312,2018,thies,4,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1.791759469
1454,13232,2018,thies,4,4,4,5,1,1,1,0,1,1,1,2,3,2,1,1,1,1,2.833213344
1455,13233,2018,thies,1,2,2,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1.791759469
1456,13234,2018,thies,3,7,1,3,0,1,1,3,0,2,0,2,2,0,1,2,0,0,2.63905733
1457,13235,2018,thies,5,5,3,5,1,0,2,1,0,3,0,1,1,1,4,3,0,1,2.890371758
1458,13236,2018,thies,1,1,5,5,0,0,1,0,0,0,4,1,4,0,0,1,1,0,2.48490665
1459,13237,2018,thies,2,3,2,1,2,1,0,2,0,0,0,0,0,2,1,0,0,0,2.079441542
1460,13238,2018,thies,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.098612289
1461,13239,2018,thies,3,4,5,3,0,1,3,0,2,1,0,2,2,1,0,2,1,0,2.708050201
1462,13251,2018,thies,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.098612289
1463,132510,2018,thies,7,1,9,6,2,1,3,0,1,0,3,0,3,4,3,2,0,1,3.135494216
1464,132511,2018,thies,2,1,2,2,0,1,1,0,1,0,0,0,0,0,2,1,0,1,1.945910149
1465,132512,2018,thies,2,2,2,4,0,0,1,0,0,1,1,1,3,1,0,1,1,0,2.302585093
1466,13252,2018,thies,6,6,3,1,0,3,0,1,2,2,1,0,0,3,1,2,0,1,2.772588722
1467,13253,2018,thies,2,2,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1.609437912
1468,13254,2018,thies,1,3,2,1,0,0,1,1,1,2,0,0,0,0,0,1,1,0,1.945910149
1469,13255,2018,thies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1470,13256,2018,thies,6,6,2,4,1,3,1,1,0,1,0,2,1,3,3,1,0,1,2.890371758
1471,13257,2018,thies,2,1,1,3,0,0,0,0,0,1,1,0,2,1,0,0,1,1,1.945910149
1472,13258,2018,thies,2,0,1,3,0,0,1,0,0,0,1,0,0,0,1,2,1,0,1.791759469
1473,13259,2018,thies,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.386294361
1474,13271,2018,thies,1,3,4,2,0,0,3,1,1,1,0,1,1,0,1,1,0,0,2.302585093
1475,132710,2018,thies,0,3,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1.386294361
1476,132711,2018,thies,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289
1477,13272,2018,thies,3,2,4,4,1,1,1,0,2,0,0,1,0,0,4,3,0,0,2.564949357
1478,13273,2018,thies,2,3,0,5,0,2,0,1,0,0,2,1,2,0,1,1,0,0,2.302585093
1479,13274,2018,thies,2,0,0,3,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1.609437912
1480,13275,2018,thies,6,3,0,0,0,0,0,0,0,2,0,2,0,3,0,2,0,0,2.197224577
1481,13276,2018,thies,6,2,6,2,3,1,2,0,0,1,1,0,1,1,0,3,1,2,2.772588722
1482,13277,2018,thies,3,2,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1.945910149
1483,13278,2018,thies,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1.609437912
1484,13279,2018,thies,5,6,2,2,0,2,1,1,0,3,1,0,1,2,0,2,1,1,2.708050201
1485,13291,2018,thies,4,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1.791759469
1486,132910,2018,thies,5,3,0,1,0,0,0,2,0,1,1,0,0,4,0,0,0,1,2.197224577
1487,132911,2018,thies,2,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1.386294361
1488,132912,2018,thies,4,3,0,2,0,1,0,1,0,0,0,1,1,1,0,2,1,1,2.197224577
1489,13292,2018,thies,3,0,2,3,1,0,1,0,0,0,0,0,0,1,3,1,0,1,2.079441542
1490,13293,2018,thies,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.098612289
1491,13294,2018,thies,1,2,3,2,0,1,1,0,2,0,1,1,1,0,0,1,0,0,2.079441542
1492,13295,2018,thies,4,3,0,2,0,1,0,2,0,0,0,0,0,3,1,0,1,1,2.197224577
1493,13296,2018,thies,3,1,1,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1.791759469
1494,13297,2018,thies,5,2,2,0,1,0,0,1,1,1,0,2,0,1,0,2,0,0,2.197224577
1495,13298,2018,thies,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
1496,13299,2018,thies,4,1,7,2,4,1,3,0,0,0,0,0,0,2,2,2,0,0,2.63905733
1497,133,2018,dakar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1498,1331,2018,dakar,1,2,2,2,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1.945910149
1499,13310,2018,dakar,3,0,0,4,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1.945910149
1500,13311,2018,thies,7,2,5,4,2,1,1,1,2,0,0,0,1,4,3,1,0,2,2.890371758
1501,133110,2018,thies,2,0,4,1,0,0,2,0,2,0,0,1,0,0,1,1,0,0,1.945910149
1502,133111,2018,thies,2,3,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1.791759469
1503,133112,2018,thies,3,2,0,2,0,2,0,0,0,0,0,0,0,1,2,1,0,1,1.945910149
1504,13312,2018,dakar,8,4,5,3,2,0,2,0,0,3,2,1,0,2,1,4,1,2,2.995732274
1505,13313,2018,thies,5,3,2,3,0,0,0,1,0,1,2,1,1,1,1,2,1,2,2.564949357
1506,13314,2018,thies,2,3,2,2,0,0,1,1,0,1,2,1,1,0,0,1,0,1,2.197224577
1507,13315,2018,thies,2,2,0,3,0,0,0,1,0,1,1,0,1,0,0,2,1,0,1.945910149
1508,13316,2018,thies,5,1,4,2,1,0,2,1,1,0,0,0,0,3,2,1,0,1,2.48490665
1509,13317,2018,thies,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806
1510,13318,2018,thies,1,2,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1.609437912
1511,13319,2018,thies,3,3,0,1,0,0,0,0,0,1,0,2,0,2,0,1,1,0,1.945910149
1512,1332,2018,dakar,2,3,1,2,0,1,1,1,0,1,0,0,1,0,1,2,0,0,2.079441542
1513,1333,2018,dakar,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289
1514,13331,2018,thies,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1.609437912
1515,13332,2018,thies,6,2,2,2,0,1,1,1,1,0,1,0,0,2,1,1,0,3,2.48490665
1516,13333,2018,thies,2,2,4,3,2,0,2,1,0,0,0,1,1,1,1,1,1,0,2.397895273
1517,13334,2018,thies,2,3,5,2,2,0,0,2,1,1,2,0,0,0,1,2,1,0,2.48490665
1518,13335,2018,thies,5,0,2,2,1,0,0,0,1,0,1,0,0,0,1,4,0,1,2.197224577
1519,13336,2018,thies,3,0,1,3,0,0,0,0,0,0,1,0,2,0,0,0,1,3,1.945910149
1520,13337,2018,thies,1,3,1,2,0,0,1,0,0,1,1,2,0,0,0,1,1,0,1.945910149
1521,1334,2018,dakar,3,4,2,2,0,2,0,2,2,0,0,0,0,1,1,2,1,0,2.397895273
1522,1335,2018,dakar,1,0,3,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912
1523,13351,2018,thies,11,17,8,8,1,2,2,10,3,1,2,4,3,6,3,3,2,2,3.784189634
1524,133510,2018,thies,1,3,2,2,0,1,1,0,0,2,1,0,1,0,1,1,0,0,2.079441542
1525,133511,2018,thies,3,4,8,2,1,2,3,0,0,2,4,0,0,1,1,1,1,1,2.833213344
1526,133512,2018,thies,3,2,3,2,1,0,2,0,0,2,0,1,0,0,1,1,1,1,2.302585093
1527,13352,2018,thies,3,7,4,4,0,6,1,0,0,1,3,0,1,1,2,2,1,0,2.890371758
1528,13353,2018,thies,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1.609437912
1529,13354,2018,thies,2,5,5,0,0,0,3,3,2,1,0,1,0,1,0,1,0,0,2.48490665
1530,13355,2018,thies,3,3,4,4,2,0,2,0,0,3,1,0,0,1,3,1,0,1,2.63905733
1531,13356,2018,thies,4,1,2,3,0,0,2,1,0,0,0,1,2,2,1,0,0,1,2.302585093
1532,13357,2018,thies,1,1,4,3,1,0,0,1,2,0,1,0,1,0,0,1,2,0,2.197224577
1533,13358,2018,thies,3,2,2,4,0,1,1,0,0,0,1,1,1,1,2,1,1,1,2.397895273
1534,13359,2018,thies,8,4,1,3,1,0,0,0,0,3,1,2,2,3,0,2,0,2,2.772588722
1535,1336,2018,dakar,8,2,0,3,0,0,0,0,0,1,0,1,3,3,0,2,0,3,2.564949357
1536,1337,2018,dakar,5,3,5,5,0,1,2,0,3,1,0,1,2,3,3,1,0,1,2.890371758
1537,13371,2018,thies,5,4,9,7,1,1,4,1,3,2,1,0,4,2,3,3,0,0,3.218875825
1538,133710,2018,thies,1,2,2,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1.609437912
1539,133711,2018,thies,3,2,5,1,2,0,1,2,2,0,0,1,1,1,0,0,0,1,2.397895273
1540,133712,2018,thies,3,3,4,1,1,0,1,1,2,1,0,1,0,0,1,2,0,1,2.397895273
1541,13372,2018,thies,3,4,3,4,0,1,2,1,1,2,0,0,4,2,0,0,0,1,2.63905733
1542,13373,2018,thies,3,3,0,4,0,0,0,3,0,0,1,0,2,1,0,1,1,1,2.302585093
1543,13374,2018,thies,1,1,2,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,1.609437912
1544,13375,2018,thies,4,0,4,2,0,0,0,0,2,0,2,0,1,2,0,2,1,0,2.302585093
1545,13376,2018,thies,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.098612289
1546,13377,2018,thies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
1547,13378,2018,thies,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.609437912
1548,13379,2018,thies,3,1,1,1,0,0,0,0,0,0,1,1,0,2,0,1,1,0,1.791759469
1549,1338,2018,dakar,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806
1550,1339,2018,dakar,4,3,2,2,0,0,0,2,2,0,1,1,0,1,1,2,0,1,2.397895273
1551,13391,2018,thies,3,2,5,2,2,0,2,2,0,0,1,0,0,2,2,0,0,1,2.48490665
1552,133910,2018,thies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806
1553,133911,2018,thies,5,9,7,4,3,3,4,5,0,1,0,0,1,3,2,1,1,1,3.218875825
1554,133912,2018,thies,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1.386294361
1555,13392,2018,thies,2,1,6,1,4,0,1,1,1,0,0,0,0,2,0,0,1,0,2.302585093
1556,13393,2018,thies,2,2,5,1,2,1,2,0,1,1,1,0,0,0,0,2,0,0,2.302585093
1557,13394,2018,thies,3,2,2,2,1,0,1,1,0,0,0,1,0,1,1,1,1,1,2.197224577
1558,13395,2018,thies,2,0,4,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1.945910149
1559,13396,2018,thies,3,2,2,3,2,1,0,0,0,0,0,1,2,1,1,1,0,1,2.302585093
1560,13397,2018,thies,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289
1561,13398,2018,thies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1562,13399,2018,thies,3,3,0,1,0,0,0,2,0,1,0,1,0,0,0,1,1,1,1.945910149
1563,134,2018,dakar,5,1,0,2,0,0,0,0,0,0,0,1,1,2,0,1,1,2,2.079441542
1564,13411,2018,thies,2,3,2,4,0,0,2,1,0,2,1,0,1,0,2,2,0,0,2.397895273
1565,134110,2018,thies,3,2,2,2,1,0,1,2,0,0,0,0,1,1,0,1,1,1,2.197224577
1566,134111,2018,thies,4,5,2,2,1,2,1,0,0,3,0,0,0,1,2,1,0,2,2.564949357
1567,134112,2018,thies,2,1,2,4,0,1,2,0,0,0,0,0,2,1,1,0,1,1,2.197224577
1568,13412,2018,thies,3,3,2,3,0,1,2,2,0,0,0,0,0,1,3,1,0,1,2.397895273
1569,13413,2018,thies,5,3,3,1,1,0,1,1,1,1,0,1,0,3,0,2,1,0,2.48490665
1570,13414,2018,thies,3,2,1,3,0,2,0,0,0,0,1,0,1,1,1,1,1,1,2.197224577
1571,13415,2018,thies,3,1,4,2,1,0,3,0,0,1,0,0,0,1,1,1,1,1,2.302585093
1572,13416,2018,thies,1,1,0,3,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1.609437912
1573,13417,2018,thies,1,5,5,3,2,1,1,3,1,1,2,0,1,0,1,1,0,0,2.63905733
1574,13418,2018,thies,3,2,1,1,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1.945910149
1575,13419,2018,thies,2,0,1,4,0,0,0,0,0,0,1,0,3,1,0,1,1,0,1.945910149
1576,13431,2018,louga,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.098612289
1577,134310,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806
1578,134311,2018,louga,2,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361
1579,134312,2018,louga,5,1,3,2,0,0,1,0,1,0,1,1,1,2,0,2,1,1,2.397895273
1580,13432,2018,louga,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1.386294361
1581,13433,2018,louga,3,5,3,2,0,0,1,1,1,3,1,1,1,1,1,1,0,1,2.564949357
1582,13434,2018,louga,5,3,0,3,0,1,0,1,0,1,0,1,2,3,0,1,1,0,2.397895273
1583,13435,2018,louga,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
1584,13436,2018,louga,3,2,2,4,0,0,1,1,0,1,2,0,2,2,0,0,1,1,2.397895273
1585,13437,2018,louga,3,1,4,2,0,0,1,0,2,1,1,0,0,1,1,1,1,1,2.302585093
1586,13438,2018,louga,7,3,1,3,1,0,0,2,0,1,1,0,1,2,0,3,1,2,2.63905733
1587,13439,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806
1588,13451,2018,louga,6,2,2,1,0,1,2,0,0,1,0,0,0,3,1,2,0,1,2.397895273
1589,134510,2018,louga,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289
1590,134511,2018,louga,8,7,2,5,1,4,1,3,0,0,0,0,2,4,2,1,1,3,3.091042453
1591,134512,2018,louga,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289
1592,13452,2018,louga,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361
1593,13453,2018,louga,1,0,3,1,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912
1594,13454,2018,louga,4,2,5,6,1,0,2,0,1,1,1,1,5,1,0,2,1,1,2.833213344
1595,13455,2018,louga,3,0,1,5,1,0,0,0,0,0,1,0,3,1,1,0,0,2,2.197224577
1596,13456,2018,louga,5,9,4,2,0,1,2,2,2,3,1,3,0,0,0,2,1,3,2.995732274
1597,13457,2018,louga,4,3,3,2,1,2,1,1,1,0,0,1,1,1,1,1,0,1,2.48490665
1598,13458,2018,louga,3,5,5,1,1,3,1,1,3,0,0,1,0,0,1,3,0,0,2.63905733
1599,13459,2018,louga,2,1,2,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1.791759469
1600,13461,2018,louga,5,6,0,1,0,1,0,3,0,1,0,1,0,1,0,3,1,1,2.48490665
1601,134610,2018,louga,2,3,0,1,0,0,0,3,0,0,0,0,0,0,1,1,0,1,1.791759469
1602,134611,2018,louga,3,2,1,2,0,2,1,0,0,0,0,0,2,2,0,0,0,1,2.079441542
1603,134612,2018,louga,7,2,4,5,3,1,1,1,0,0,2,2,2,3,0,1,1,1,2.890371758
1604,13462,2018,louga,3,4,4,2,0,0,3,1,1,3,2,0,0,0,0,3,0,0,2.564949357
1605,13463,2018,louga,3,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1.609437912
1606,13464,2018,louga,2,6,4,2,1,2,2,1,0,1,1,2,0,0,1,2,1,0,2.63905733
1607,13465,2018,louga,2,6,2,1,1,2,1,2,0,1,0,1,0,2,1,0,0,0,2.397895273
1608,13466,2018,louga,0,2,3,2,1,0,0,1,0,0,2,1,1,0,0,0,1,0,1.945910149
1609,13467,2018,louga,3,1,2,1,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1.945910149
1610,13468,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806
1611,13469,2018,louga,2,0,3,2,1,0,1,0,0,0,1,0,1,2,0,0,1,0,1.945910149
1612,13481,2018,louga,1,2,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912
1613,134810,2018,louga,2,6,3,3,0,1,2,3,0,1,3,1,0,1,1,1,0,0,2.63905733
1614,134811,2018,louga,7,5,7,2,4,2,2,1,1,1,0,1,1,5,0,0,1,2,3.044522438
1615,134812,2018,louga,3,4,4,1,1,0,2,1,1,3,0,0,0,1,1,2,0,0,2.48490665
1616,13482,2018,louga,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1.609437912
1617,13483,2018,louga,3,3,7,1,1,0,4,0,2,1,0,2,0,2,1,1,0,0,2.63905733
1618,13484,2018,louga,3,3,3,3,0,0,1,0,1,2,2,1,1,0,0,1,1,2,2.48490665
1619,13485,2018,louga,1,4,2,1,0,1,2,1,0,1,0,1,0,0,1,1,0,0,2.079441542
1620,13486,2018,louga,4,1,7,2,0,0,4,1,1,0,2,0,1,1,0,2,1,1,2.63905733
1621,13487,2018,louga,3,2,8,2,2,0,2,1,3,1,1,0,1,2,0,1,1,0,2.708050201
1622,13488,2018,louga,2,7,4,3,1,2,2,2,0,3,2,0,0,2,0,0,2,0,2.772588722
1623,13489,2018,louga,2,4,2,3,1,0,0,1,1,2,0,1,1,1,2,1,0,0,2.397895273
1624,135,2018,dakar,3,1,3,3,1,1,2,0,0,0,0,0,1,2,2,0,0,1,2.302585093
1625,13501,2018,louga,1,0,6,2,1,0,3,0,2,0,0,0,0,0,1,1,1,0,2.197224577
1626,135010,2018,louga,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1.609437912
1627,135011,2018,louga,3,2,4,2,1,0,2,0,1,2,0,0,1,1,1,1,0,1,2.397895273
1628,135012,2018,louga,2,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1.609437912
1629,13502,2018,louga,4,4,2,3,1,1,1,3,0,0,0,0,0,3,3,0,0,1,2.564949357
1630,13503,2018,louga,6,8,3,1,1,2,1,4,1,1,0,1,0,3,0,2,1,1,2.890371758
1631,13504,2018,louga,6,5,3,5,1,2,0,2,1,1,1,0,2,3,2,1,1,2,2.944438979
1632,13505,2018,louga,2,4,5,2,3,1,1,1,1,1,0,1,0,2,2,0,0,0,2.564949357
1633,13506,2018,louga,1,1,2,2,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1.791759469
1634,13507,2018,louga,3,5,0,3,0,1,0,1,0,2,1,1,1,1,0,1,1,1,2.397895273
1635,13508,2018,louga,1,1,1,3,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1.791759469
1636,13509,2018,louga,1,0,3,1,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1.609437912
1637,1351,2018,dakar,4,0,0,2,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1.791759469
1638,13510,2018,dakar,2,2,4,1,1,0,3,0,0,0,0,2,0,1,1,1,0,0,2.197224577
1639,13511,2018,dakar,2,2,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1.791759469
1640,13512,2018,dakar,1,2,6,2,2,0,0,1,3,0,1,1,1,0,0,1,1,0,2.397895273
1641,1352,2018,dakar,2,2,0,2,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1.791759469
1642,1353,2018,dakar,2,0,2,3,0,0,0,0,1,0,1,1,2,0,0,0,1,1,1.945910149
1643,13531,2018,louga,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289
1644,135310,2018,louga,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6931471806
1645,135311,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1646,13532,2018,louga,2,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361
1647,13533,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1648,13534,2018,louga,2,2,1,4,0,1,0,1,0,0,2,0,1,1,1,0,1,1,2.197224577
1649,13535,2018,louga,2,1,3,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1.791759469
1650,13536,2018,louga,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806
1651,13537,2018,louga,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
1652,13538,2018,louga,8,1,6,2,4,1,1,0,1,0,0,1,2,4,0,2,0,1,2.833213344
1653,13539,2018,louga,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
1654,1354,2018,dakar,3,1,0,2,0,0,0,0,0,1,0,0,1,2,0,0,1,1,1.791759469
1655,1355,2018,dakar,2,1,0,2,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912
1656,13551,2018,louga,2,6,3,4,0,1,1,1,0,3,2,2,3,0,1,1,0,0,2.708050201
1657,135510,2018,louga,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
1658,135511,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1659,135512,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
1660,13553,2018,louga,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.098612289
1661,13554,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1662,13555,2018,louga,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.098612289
1663,13558,2018,louga,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1664,13559,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1665,1356,2018,dakar,1,4,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1.609437912
1666,1357,2018,dakar,1,1,3,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1.791759469
1667,13571,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1668,135710,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1669,135711,2018,louga,5,10,3,3,1,2,0,1,2,2,0,5,0,2,2,3,1,0,3.044522438
1670,135712,2018,louga,2,1,3,4,0,1,2,0,1,0,0,0,2,0,1,1,1,1,2.302585093
1671,13572,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
1672,13573,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
1673,13574,2018,louga,5,3,11,7,0,0,5,2,4,0,3,1,3,1,2,4,1,0,3.258096538
1674,13575,2018,louga,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.098612289
1675,13576,2018,louga,2,2,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1.791759469
1676,13577,2018,louga,4,2,1,2,0,0,0,1,1,0,0,2,0,0,0,2,2,1,2.197224577
1677,13578,2018,louga,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.386294361
1678,13579,2018,louga,0,0,2,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.098612289
1679,1358,2018,dakar,2,1,0,3,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1.791759469
1680,13581,2018,louga,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806
1681,135810,2018,louga,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
1682,135811,2018,louga,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
1683,135812,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
1684,13582,2018,louga,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
