,t,m,j,u,Price
3504,2019,kolda,Poisson frais thiof/seudd (baracouda),Kg,3250.0
3505,2019,kolda,Poisson frais thiof/seudd (baracouda),Tas,
3506,2019,kolda,Poisson frais wass,Kg,1000.0
3507,2019,kolda,Poisson frais wass,Tas,500.0
3508,2019,kolda,Poisson frais wass,Unit,1666.666667
3509,2019,kolda,Poisson frais yaboy ou obo (sardinelle),Kg,500.0
3510,2019,kolda,Poisson frais yaboy ou obo (sardinelle),Tas,500.0
3511,2019,kolda,Poisson frais yaboy ou obo (sardinelle),Unit,114.2857143
3512,2019,kolda,Poisson fumé kétiakh (sardinelle),Cornet,
3513,2019,kolda,Poisson fumé kétiakh (sardinelle),Kg,600.0
3514,2019,kolda,Poisson fumé kétiakh (sardinelle),Sachet,100.0
3515,2019,kolda,Poisson fumé kétiakh (sardinelle),Tas,100.0
3516,2019,kolda,Poisson fumé kétiakh (sardinelle),Unit,100.0
3517,2019,kolda,"Poisson séché (tambadiang, kong, etc.)",Kg,1000.0
3518,2019,kolda,"Poisson séché (tambadiang, kong, etc.)",Morceau,50.0
3519,2019,kolda,"Poisson séché (tambadiang, kong, etc.)",Tas,500.0
3520,2019,kolda,"Poisson séché (tambadiang, kong, etc.)",Unit,100.0
3521,2019,kolda,Poivron frais,Tas,62.5
3522,2019,kolda,Poivron frais,Tranche,50.0
3523,2019,kolda,Poivron frais,Unit,50.0
3524,2019,kolda,Pomme de terre,Kg,600.0
3525,2019,kolda,Pomme de terre,Tas,100.0
3526,2019,kolda,Pomme de terre,Unit,100.0
3527,2019,kolda,Poulet sur pied,Unit,3500.0
3528,2019,kolda,Pâte d'arachide,Kg,700.0
3529,2019,kolda,Pâte d'arachide,Sachet,175.0
3530,2019,kolda,Pâte d'arachide,Tablespoon,5050.0
3531,2019,kolda,Pâtes alimentaires,Kg,800.0
3532,2019,kolda,Pâtes alimentaires,Paquet,250.0
3533,2019,kolda,Pâtes alimentaires,Sachet,150.0
3534,2019,kolda,Riz importé brisé,Boite De Tomate/Pot,14000.0
3535,2019,kolda,Riz importé brisé,Kg,300.0
3536,2019,kolda,Riz importé entier,Boite De Tomate/Pot,14500.0
3537,2019,kolda,Riz importé entier,Kg,300.0
3538,2019,kolda,Riz local brisé,Boite De Tomate/Pot,300.0
3539,2019,kolda,Riz local brisé,Kg,13500.0
3540,2019,kolda,Riz local entier,Boite De Tomate/Pot,4450.0
3541,2019,kolda,Riz local entier,Kg,300.0
3542,2019,kolda,"Salade (laitue, batavia, etc.)",Tas,200.0
3543,2019,kolda,"Salade (laitue, batavia, etc.)",Unit,200.0
3544,2019,kolda,Sel,Boite De Tomate/Pot,550.0
3545,2019,kolda,Sel,Boîte,
3546,2019,kolda,Sel,Kg,50.0
3547,2019,kolda,Sel,Sac,
3548,2019,kolda,Sel,Sac (25 Kg),
3549,2019,kolda,Sel,Sachet,50.0
3550,2019,kolda,Sel,Tablespoon,400.0
3551,2019,kolda,Sorgho,Boite De Tomate/Pot,
3552,2019,kolda,Sorgho,Kg,
3553,2019,kolda,Soumbala (netetou),Boite De Tomate/Pot,250.0
3554,2019,kolda,Soumbala (netetou),Boule (Dankk),25.0
3555,2019,kolda,Soumbala (netetou),Kg,
3556,2019,kolda,Soumbala (netetou),Sachet,25.0
3557,2019,kolda,Soumbala (netetou),Tas,
3558,2019,kolda,Sucre (poudre ou morceaux),Kg,600.0
3559,2019,kolda,Sucre (poudre ou morceaux),Sachet,100.0
3560,2019,kolda,Sucre (poudre ou morceaux),Teacup,50.0
3561,2019,kolda,Sucre (poudre ou morceaux),Unit,
3562,2019,kolda,"Taro (diabéré), macabo",Unit,50.0
3563,2019,kolda,Thé,Paquet,100.0
3564,2019,kolda,Thé,Sachet,100.0
3565,2019,kolda,Tomate fraîche,Boite De Tomate/Pot,100.0
3566,2019,kolda,Tomate fraîche,Bol,100.0
3567,2019,kolda,Tomate fraîche,Kg,
3568,2019,kolda,Tomate fraîche,Morceau,
3569,2019,kolda,Tomate fraîche,Sachet,75.0
3570,2019,kolda,Tomate fraîche,Tas,50.0
3571,2019,kolda,Tomate fraîche,Unit,100.0
3572,2019,kolda,Tomate séchée,Boite De Tomate/Pot,
3573,2019,kolda,Viande de b__uf,Kg,2000.0
3574,2019,kolda,Viande de b__uf,Tas,
3575,2019,kolda,Viande de chèvre,Kg,2000.0
3576,2019,kolda,Viande de chèvre,Unit,
3577,2019,kolda,Viande de mouton,Kg,2000.0
3578,2019,kolda,Viande de mouton,Tas,500.0
3579,2019,kolda,Viande de mouton,Unit,
3580,2019,kolda,Viande de porc,Kg,18000.0
3581,2019,kolda,Viande de poulet,Kg,3000.0
3582,2019,kolda,Viande de poulet,Sachet,
3583,2019,kolda,Viande de poulet,Unit,3000.0
3584,2019,kolda,Vinaigre /moutarde,Bouteille de 25cl,150.0
3585,2019,kolda,Vinaigre /moutarde,Bouteilles,250.0
3586,2019,kolda,Vinaigre /moutarde,Litre,
3587,2019,kolda,Vinaigre /moutarde,Pot,275.0
3588,2019,kolda,Vinaigre /moutarde,Sachet,25.0
3589,2019,kolda,Vinaigre /moutarde,Tablespoon,500.0
3590,2019,kolda,Vinaigre /moutarde,Teacup,50.0
3591,2019,louga,"Abats et tripes (foie, rognon, etc.)",Kg,1750.0
3592,2019,louga,"Abats et tripes (foie, rognon, etc.)",Lakhass,125.0
3593,2019,louga,"Abats et tripes (foie, rognon, etc.)",Tas,
3594,2019,louga,Ail,Kg,1000.0
3595,2019,louga,Ail,Sachet,50.0
3596,2019,louga,Ail,Tas,50.0
3597,2019,louga,Ail,Tranche,37.5
3598,2019,louga,Ail,Unit,50.0
3599,2019,louga,Ananas,Boite De Tomate/Pot,1000.0
3600,2019,louga,Ananas,Unit,1000.0
3601,2019,louga,Arachide grillée,Boite De Tomate/Pot,
3602,2019,louga,Arachide grillée,Cornet,25.0
3603,2019,louga,Arachide grillée,Kg,
3604,2019,louga,Arachide grillée,Sachet,25.0
3605,2019,louga,Arachide grillée,Verre,
3606,2019,louga,Arachides décortiquées ou pilées (noflaye),Boite De Tomate/Pot,
3607,2019,louga,Arachides décortiquées ou pilées (noflaye),Boîte,
3608,2019,louga,Arachides décortiquées ou pilées (noflaye),Cup/Goblet,
3609,2019,louga,Arachides décortiquées ou pilées (noflaye),Kg,550.0
3610,2019,louga,Arachides décortiquées ou pilées (noflaye),Louche Traditionnelle,
3611,2019,louga,Arachides décortiquées ou pilées (noflaye),Sachet,100.0
3612,2019,louga,Arachides décortiquées ou pilées (noflaye),Teacup,387.5
3613,2019,louga,Arachides fraîches en coques,Boite De Tomate/Pot,
3614,2019,louga,Arachides fraîches en coques,Kg,
3615,2019,louga,Arachides fraîches en coques,Sachet,
3616,2019,louga,Arachides fraîches en coques,Teacup,
3617,2019,louga,Arachides séchées en coques,Boite De Tomate/Pot,350.0
3618,2019,louga,Arachides séchées en coques,Kg,
3619,2019,louga,Arachides séchées en coques,Sachet,
3620,2019,louga,Arachides séchées en coques,Teacup,600.0
3621,2019,louga,Arachides séchées en coques,Verre,
3622,2019,louga,"Arôme (Maggi, Jumbo, etc.)",Bouteilles,
3623,2019,louga,"Arôme (Maggi, Jumbo, etc.)",Sachet,50.0
3624,2019,louga,"Aubergine, Courge/Courgette",Kg,300.0
3625,2019,louga,"Aubergine, Courge/Courgette",Morceau,79.16666667
3626,2019,louga,"Aubergine, Courge/Courgette",Tas,100.0
3627,2019,louga,"Aubergine, Courge/Courgette",Tranche,50.0
3628,2019,louga,"Aubergine, Courge/Courgette",Unit,100.0
3629,2019,louga,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Boite De Tomate/Pot,450.0
3630,2019,louga,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Bol,
3631,2019,louga,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Morceau,
3632,2019,louga,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Sachet,
3633,2019,louga,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Tas,25.0
3634,2019,louga,Autres agrumes,Kg,1100.0
3635,2019,louga,Autres agrumes,Sachet,
3636,2019,louga,Autres agrumes,Unit,45.45454545
3637,2019,louga,Autres condiments (poivre etc.),Kg,3500.0
3638,2019,louga,Autres condiments (poivre etc.),Paquet,
3639,2019,louga,Autres condiments (poivre etc.),Sachet,50.0
3640,2019,louga,Autres condiments (poivre etc.),Tablespoon,100.0
3641,2019,louga,Autres condiments (poivre etc.),Tas,
3642,2019,louga,Autres céréales,Boite De Tomate/Pot,
3643,2019,louga,Autres céréales,Kg,
3644,2019,louga,Autres céréales,Paquet,
3645,2019,louga,Autres céréales,Sachet,225.0
3646,2019,louga,Autres farines de céréales,Paquet,
3647,2019,louga,"Autres fruits (pommes, raisin, etc.)",Kg,900.0
3648,2019,louga,"Autres fruits (pommes, raisin, etc.)",Sachet,
3649,2019,louga,"Autres fruits (pommes, raisin, etc.)",Unit,200.0
3650,2019,louga,Autres légumes secs n.d.a,Sachet,
3651,2019,louga,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Kg,2000.0
3652,2019,louga,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Morceau,750.0
3653,2019,louga,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Tas,500.0
3654,2019,louga,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Unit,725.0
3655,2019,louga,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Kg,1200.0
3656,2019,louga,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Tas,200.0
3657,2019,louga,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Unit,100.0
3658,2019,louga,Autres produits alimentaires,Boule (Dankk),
3659,2019,louga,Autres produits alimentaires,Sachet,
3660,2019,louga,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Litre,100.0
3661,2019,louga,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Pot,
3662,2019,louga,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Sachet,100.0
3663,2019,louga,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Teacup,250.0
3664,2019,louga,Autres tubercules n.d.a,Kg,
3665,2019,louga,Autres tubercules n.d.a,Morceau,
3666,2019,louga,Autres tubercules n.d.a,Tas,
3667,2019,louga,Autres tubercules n.d.a,Unit,
3668,2019,louga,Banane douce,Kg,800.0
3669,2019,louga,Banane douce,Régime,300.0
3670,2019,louga,Banane douce,Tas,350.0
3671,2019,louga,Banane douce,Unit,50.0
3672,2019,louga,"Beignets, galettes",Kg,50.0
3673,2019,louga,"Beignets, galettes",Sachet,100.0
3674,2019,louga,"Beignets, galettes",Unit,25.0
3675,2019,louga,Beurre,Demi Tablette,550.0
3676,2019,louga,Beurre,Kg,
3677,2019,louga,Beurre,Morceau,50.0
3678,2019,louga,Beurre,Pot,800.0
3679,2019,louga,Beurre,Sachet,50.0
3680,2019,louga,Beurre,Seau,950.0
3681,2019,louga,Beurre,Tablespoon,50.0
3682,2019,louga,Beurre,Tablette,600.0
3683,2019,louga,Beurre,Teaspoon,750.0
3684,2019,louga,Beurre de karité,Boule (Dankk),100.0
3685,2019,louga,Beurre de karité,Morceau,75.0
3686,2019,louga,Beurre de karité,Tablespoon,50.0
3687,2019,louga,Biscuits,Paquet,50.0
3688,2019,louga,Biscuits,Sachet,50.0
3689,2019,louga,Bières industrielles,Canette,
3690,2019,louga,"Boissons gazeuses (coca, etc.)","Bouteille de 1,5 L",700.0
3691,2019,louga,"Boissons gazeuses (coca, etc.)",Bouteille de 1L,825.0
3692,2019,louga,"Boissons gazeuses (coca, etc.)",Bouteille de 50 cl,350.0
3693,2019,louga,"Boissons gazeuses (coca, etc.)",Canette,300.0
3694,2019,louga,Café,Boîte,1500.0
3695,2019,louga,Café,Kg,1500.0
3696,2019,louga,Café,Sachet,100.0
3697,2019,louga,Café,Teacup,1400.0
3698,2019,louga,Café,Teaspoon,1400.0
3699,2019,louga,"Caramel, bonbons, confiseries, etc",Kg,
3700,2019,louga,"Caramel, bonbons, confiseries, etc",Paquet (1 Kg),
3701,2019,louga,"Caramel, bonbons, confiseries, etc",Sachet,
3702,2019,louga,"Caramel, bonbons, confiseries, etc",Unit,12.5
3703,2019,louga,Carotte,Kg,300.0
3704,2019,louga,Carotte,Morceau,100.0
3705,2019,louga,Carotte,Tas,100.0
3706,2019,louga,Carotte,Tranche,162.5
3707,2019,louga,Carotte,Unit,75.0
3708,2019,louga,"Charcuterie (jambon, saucisson), conserves de viandes",Sachet,1500.0
3709,2019,louga,Chocolat en poudre,Sachet,
3710,2019,louga,Chocolat en poudre,Teaspoon,
3711,2019,louga,"Chocolat à croquer, pâte à tartiner",Pot,3000.0
3712,2019,louga,"Chocolat à croquer, pâte à tartiner",Sachet,50.0
3713,2019,louga,"Chocolat à croquer, pâte à tartiner",Tablespoon,1075.0
3714,2019,louga,"Chocolat à croquer, pâte à tartiner",Teaspoon,450.0
3715,2019,louga,Choux,Kg,500.0
3716,2019,louga,Choux,Morceau,100.0
3717,2019,louga,Choux,Tas,250.0
3718,2019,louga,Choux,Unit,150.0
3719,2019,louga,Citrons,Kg,300.0
3720,2019,louga,Citrons,Sachet,500.0
3721,2019,louga,Citrons,Tas,100.0
3722,2019,louga,Citrons,Unit,27.08333333
3723,2019,louga,Concentré de tomate,Boite De Tomate/Pot,600.0
3724,2019,louga,Concentré de tomate,Kg,700.0
3725,2019,louga,Concentré de tomate,Sachet,100.0
3726,2019,louga,Concentré de tomate,Tablespoon,50.0
3727,2019,louga,Concombre,Kg,875.0
3728,2019,louga,Concombre,Morceau,125.0
3729,2019,louga,Concombre,Tas,150.0
3730,2019,louga,Concombre,Unit,150.0
3731,2019,louga,Conserves de poisson,Boîte,350.0
3732,2019,louga,"Crabes, crevettes et autres fruits de mer",Kg,6000.0
3733,2019,louga,"Crabes, crevettes et autres fruits de mer",Tas,50.0
3734,2019,louga,Croissants,Kg,250.0
3735,2019,louga,Croissants,Unit,325.0
3736,2019,louga,"Cube alimentaire (Maggi, Jumbo, )",Cube,25.0
3737,2019,louga,"Cube alimentaire (Maggi, Jumbo, )",Sachet,25.0
3738,2019,louga,"Cube alimentaire (Maggi, Jumbo, )",Tablette,
3739,2019,louga,Dattes,Barquette,2000.0
3740,2019,louga,Dattes,Kg,1000.0
3741,2019,louga,Dattes,Sachet,500.0
3742,2019,louga,Dattes,Tas,250.0
