,t,m,j,u,Price
1361,2019,diourbel,Viande de poulet,Kg,
1362,2019,diourbel,Viande de poulet,Unit,2500.0
1363,2019,diourbel,Vinaigre /moutarde,Bouteille de 1 Litre,475.0
1364,2019,diourbel,Vinaigre /moutarde,Bouteille de 25cl,125.0
1365,2019,diourbel,Vinaigre /moutarde,Bouteille de 50 cl,225.0
1366,2019,diourbel,Vinaigre /moutarde,Bouteilles,150.0
1367,2019,diourbel,Vinaigre /moutarde,Litre,500.0
1368,2019,diourbel,Vinaigre /moutarde,Pot,
1369,2019,diourbel,Vinaigre /moutarde,Sachet,25.0
1370,2019,diourbel,Vinaigre /moutarde,Tablespoon,500.0
1371,2019,diourbel,Vinaigre /moutarde,Teacup,50.0
1372,2019,fatick,"Abats et tripes (foie, rognon, etc.)",Kg,1200.0
1373,2019,fatick,"Abats et tripes (foie, rognon, etc.)",Tas,
1374,2019,fatick,"Abats et tripes (foie, rognon, etc.)",Yéll,750.0
1375,2019,fatick,Ail,Kg,1300.0
1376,2019,fatick,Ail,Sachet,25.0
1377,2019,fatick,Ail,Tas,50.0
1378,2019,fatick,Ail,Tranche,16.66666667
1379,2019,fatick,Ail,Unit,50.0
1380,2019,fatick,Ananas,Boite De Tomate/Pot,700.0
1381,2019,fatick,Ananas,Unit,700.0
1382,2019,fatick,Arachide grillée,Boite De Tomate/Pot,600.0
1383,2019,fatick,Arachide grillée,Cornet,
1384,2019,fatick,Arachide grillée,Kg,800.0
1385,2019,fatick,Arachide grillée,Sachet,25.0
1386,2019,fatick,Arachide grillée,Teacup,
1387,2019,fatick,Arachide grillée,Verre,
1388,2019,fatick,Arachides décortiquées ou pilées (noflaye),Boite De Tomate/Pot,450.0
1389,2019,fatick,Arachides décortiquées ou pilées (noflaye),Cup/Goblet,
1390,2019,fatick,Arachides décortiquées ou pilées (noflaye),Kg,450.0
1391,2019,fatick,Arachides décortiquées ou pilées (noflaye),Louche Traditionnelle,
1392,2019,fatick,Arachides décortiquées ou pilées (noflaye),Sac,
1393,2019,fatick,Arachides décortiquées ou pilées (noflaye),Sachet,100.0
1394,2019,fatick,Arachides décortiquées ou pilées (noflaye),Teacup,50.0
1395,2019,fatick,Arachides fraîches en coques,Boite De Tomate/Pot,
1396,2019,fatick,Arachides fraîches en coques,Kg,
1397,2019,fatick,Arachides fraîches en coques,Sachet,
1398,2019,fatick,Arachides fraîches en coques,Teacup,
1399,2019,fatick,Arachides séchées en coques,Boite De Tomate/Pot,
1400,2019,fatick,Arachides séchées en coques,Cornet,
1401,2019,fatick,Arachides séchées en coques,Kg,1000.0
1402,2019,fatick,Arachides séchées en coques,Sachet,50.0
1403,2019,fatick,Arachides séchées en coques,Teacup,
1404,2019,fatick,Arachides séchées en coques,Verre,
1405,2019,fatick,"Arôme (Maggi, Jumbo, etc.)",Bouteilles,1000.0
1406,2019,fatick,"Arôme (Maggi, Jumbo, etc.)",Sachet,50.0
1407,2019,fatick,"Aubergine, Courge/Courgette",Kg,400.0
1408,2019,fatick,"Aubergine, Courge/Courgette",Morceau,50.0
1409,2019,fatick,"Aubergine, Courge/Courgette",Tas,100.0
1410,2019,fatick,"Aubergine, Courge/Courgette",Tranche,25.0
1411,2019,fatick,"Aubergine, Courge/Courgette",Unit,50.0
1412,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Bassine,
1413,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Boite De Tomate/Pot,300.0
1414,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Bol,
1415,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Cup/Goblet,
1416,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Kg,125.0
1417,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Sac (25 Kg),
1418,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Sachet,
1419,2019,fatick,Autre légumes frais n.d.a (y compris les fleurs blanches de bissap),Tas,50.0
1420,2019,fatick,Autres agrumes,Kg,
1421,2019,fatick,Autres agrumes,Tas,
1422,2019,fatick,Autres agrumes,Unit,100.0
1423,2019,fatick,Autres condiments (poivre etc.),Kg,100.0
1424,2019,fatick,Autres condiments (poivre etc.),Paquet,
1425,2019,fatick,Autres condiments (poivre etc.),Pot,
1426,2019,fatick,Autres condiments (poivre etc.),Sac,
1427,2019,fatick,Autres condiments (poivre etc.),Sac (25 Kg),
1428,2019,fatick,Autres condiments (poivre etc.),Sachet,25.0
1429,2019,fatick,Autres condiments (poivre etc.),Tablespoon,1000.0
1430,2019,fatick,Autres condiments (poivre etc.),Teacup,
1431,2019,fatick,Autres céréales,Sachet,1266.666667
1432,2019,fatick,"Autres fruits (pommes, raisin, etc.)",Kg,1100.0
1433,2019,fatick,"Autres fruits (pommes, raisin, etc.)",Morceau,
1434,2019,fatick,"Autres fruits (pommes, raisin, etc.)",Sachet,
1435,2019,fatick,"Autres fruits (pommes, raisin, etc.)",Unit,100.0
1436,2019,fatick,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Bouteille de 50 cl,
1437,2019,fatick,"Autres huiles n.d.a. (maïs, huile palmiste, etc.)",Litre,
1438,2019,fatick,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Kg,700.0
1439,2019,fatick,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Morceau,1650.0
1440,2019,fatick,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Tas,500.0
1441,2019,fatick,"Autres poissons frais (dorade, youfoufe, rouger, sikette, etc.)",Unit,500.0
1442,2019,fatick,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Kg,1200.0
1443,2019,fatick,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Tas,275.0
1444,2019,fatick,"Autres poissons fumés (kong fumé, yaboy ou obo fumé)",Unit,100.0
1445,2019,fatick,Autres produits alimentaires,Boule (Dankk),
1446,2019,fatick,Autres produits alimentaires,Cornet,
1447,2019,fatick,Autres produits alimentaires,Sachet,
1448,2019,fatick,Autres produits alimentaires,Tas,
1449,2019,fatick,Autres produits laitiers,Kg,1800.0
1450,2019,fatick,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Boîte,
1451,2019,fatick,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Litre,
1452,2019,fatick,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Paquet,62.5
1453,2019,fatick,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Pot,
1454,2019,fatick,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Sachet,100.0
1455,2019,fatick,"Autres tisanes et infusions n.d.a. (quinquelibat, citronelle, etc.)",Teacup,600.0
1456,2019,fatick,Autres tubercules n.d.a,Morceau,
1457,2019,fatick,Autres tubercules n.d.a,Tas,
1458,2019,fatick,Autres tubercules n.d.a,Unit,
1459,2019,fatick,Avocats,Unit,
1460,2019,fatick,Banane douce,Kg,600.0
1461,2019,fatick,Banane douce,Régime,
1462,2019,fatick,Banane douce,Tas,200.0
1463,2019,fatick,Banane douce,Unit,100.0
1464,2019,fatick,"Beignets, galettes",Kg,400.0
1465,2019,fatick,"Beignets, galettes",Sachet,100.0
1466,2019,fatick,"Beignets, galettes",Unit,25.0
1467,2019,fatick,Beurre,Demi Tablette,600.0
1468,2019,fatick,Beurre,Morceau,37.5
1469,2019,fatick,Beurre,Pot,800.0
1470,2019,fatick,Beurre,Sachet,50.0
1471,2019,fatick,Beurre,Seau,
1472,2019,fatick,Beurre,Tablespoon,50.0
1473,2019,fatick,Beurre,Tablette,650.0
1474,2019,fatick,Beurre,Teaspoon,375.0
1475,2019,fatick,Beurre de karité,Morceau,
1476,2019,fatick,Biscuits,Paquet,50.0
1477,2019,fatick,Biscuits,Sachet,50.0
1478,2019,fatick,"Bières et vins traditionnels (soum soum, sung, vin de palme, vin de raphia, etc.)",Bouteilles,2000.0
1479,2019,fatick,Bières industrielles,Canette,600.0
1480,2019,fatick,Bières industrielles,Litre,
1481,2019,fatick,"Boissons gazeuses (coca, etc.)","Bouteille de 1,5 L",700.0
1482,2019,fatick,"Boissons gazeuses (coca, etc.)",Bouteille de 1L,800.0
1483,2019,fatick,"Boissons gazeuses (coca, etc.)",Bouteille de 25cl,100.0
1484,2019,fatick,"Boissons gazeuses (coca, etc.)",Canette,300.0
1485,2019,fatick,Café,Boîte,900.0
1486,2019,fatick,Café,Kg,1550.0
1487,2019,fatick,Café,Sachet,100.0
1488,2019,fatick,Café,Tablespoon,
1489,2019,fatick,Café,Teacup,1175.0
1490,2019,fatick,Café,Teaspoon,1000.0
1491,2019,fatick,Canne à sucre,Barquette,
1492,2019,fatick,Canne à sucre,Unit,
1493,2019,fatick,"Caramel, bonbons, confiseries, etc",Sachet,
1494,2019,fatick,"Caramel, bonbons, confiseries, etc",Unit,37.5
1495,2019,fatick,Carotte,Kg,400.0
1496,2019,fatick,Carotte,Morceau,100.0
1497,2019,fatick,Carotte,Tas,100.0
1498,2019,fatick,Carotte,Tranche,
1499,2019,fatick,Carotte,Unit,50.0
1500,2019,fatick,"Charcuterie (jambon, saucisson), conserves de viandes",Sachet,725.0
1501,2019,fatick,Chocolat en poudre,Sachet,25.0
1502,2019,fatick,Chocolat en poudre,Teaspoon,500.0
1503,2019,fatick,"Chocolat à croquer, pâte à tartiner",Pot,800.0
1504,2019,fatick,"Chocolat à croquer, pâte à tartiner",Sachet,800.0
1505,2019,fatick,"Chocolat à croquer, pâte à tartiner",Tablespoon,50.0
1506,2019,fatick,Choux,Kg,400.0
1507,2019,fatick,Choux,Morceau,100.0
1508,2019,fatick,Choux,Tas,125.0
1509,2019,fatick,Choux,Unit,100.0
1510,2019,fatick,Citrons,Bouteille de 1 Litre,
1511,2019,fatick,Citrons,Bouteilles,75.0
1512,2019,fatick,Citrons,Kg,400.0
1513,2019,fatick,Citrons,Litre,800.0
1514,2019,fatick,Citrons,Sachet,50.0
1515,2019,fatick,Citrons,Tas,100.0
1516,2019,fatick,Citrons,Unit,50.0
1517,2019,fatick,Concentré de tomate,Boite De Tomate/Pot,500.0
1518,2019,fatick,Concentré de tomate,Kg,1320.833333
1519,2019,fatick,Concentré de tomate,Sachet,100.0
1520,2019,fatick,Concentré de tomate,Tablespoon,1200.0
1521,2019,fatick,Concombre,Kg,800.0
1522,2019,fatick,Concombre,Morceau,200.0
1523,2019,fatick,Concombre,Unit,200.0
1524,2019,fatick,Conserves de poisson,Boîte,350.0
1525,2019,fatick,"Crabes, crevettes et autres fruits de mer",Boite De Tomate/Pot,
1526,2019,fatick,"Crabes, crevettes et autres fruits de mer",Kg,700.0
1527,2019,fatick,"Crabes, crevettes et autres fruits de mer",Tas,100.0
1528,2019,fatick,"Crabes, crevettes et autres fruits de mer",Unit,
1529,2019,fatick,Croissants,Unit,350.0
1530,2019,fatick,"Cube alimentaire (Maggi, Jumbo, )",Cube,25.0
1531,2019,fatick,"Cube alimentaire (Maggi, Jumbo, )",Sachet,100.0
1532,2019,fatick,Dattes,Barquette,650.0
1533,2019,fatick,Dattes,Kg,1700.0
1534,2019,fatick,Dattes,Sachet,250.0
1535,2019,fatick,Dattes,Tas,1000.0
1536,2019,fatick,Eau minérale/ filtrée,Bouteille De 19L,
1537,2019,fatick,Eau minérale/ filtrée,Bouteille de 10L,1050.0
1538,2019,fatick,Eau minérale/ filtrée,Bouteille de 33cl,100.0
1539,2019,fatick,Eau minérale/ filtrée,Bouteille de 5L,
1540,2019,fatick,Eau minérale/ filtrée,Sachet,35.0
1541,2019,fatick,Farine de blé local ou importé,Kg,400.0
1542,2019,fatick,Farine de blé local ou importé,Sachet,100.0
1543,2019,fatick,Farine de maïs,Boite De Tomate/Pot,
1544,2019,fatick,Farine de maïs,Kg,600.0
1545,2019,fatick,Farine de mil,Boite De Tomate/Pot,300.0
1546,2019,fatick,Farine de mil,Cup/Goblet,
1547,2019,fatick,Farine de mil,Kg,350.0
1548,2019,fatick,Farine de mil,Louche Traditionnelle,
1549,2019,fatick,Farines de manioc,Kg,
1550,2019,fatick,Feuilles d'oseille (bissap),Bassine,
1551,2019,fatick,Feuilles d'oseille (bissap),Boite De Tomate/Pot,
1552,2019,fatick,Feuilles d'oseille (bissap),Bol,200.0
1553,2019,fatick,Feuilles d'oseille (bissap),Tas,50.0
1554,2019,fatick,Feuilles de baobab (lalo),Boite De Tomate/Pot,250.0
1555,2019,fatick,Feuilles de baobab (lalo),Kg,1400.0
1556,2019,fatick,Feuilles de baobab (lalo),Louche Traditionnelle,
1557,2019,fatick,Feuilles de baobab (lalo),Sachet,100.0
1558,2019,fatick,Feuilles de haricot/niébé,Boite De Tomate/Pot,
1559,2019,fatick,Feuilles de haricot/niébé,Sachet,
1560,2019,fatick,Feuilles de haricot/niébé,Tas,
1561,2019,fatick,"Feuilles de manioc, feuilles de taro et autres feuilles",Boite De Tomate/Pot,
1562,2019,fatick,"Feuilles de manioc, feuilles de taro et autres feuilles",Sachet,300.0
1563,2019,fatick,"Feuilles de manioc, feuilles de taro et autres feuilles",Tas,
1564,2019,fatick,Feuilles de nébéday (moringa),Boite De Tomate/Pot,100.0
1565,2019,fatick,Feuilles de nébéday (moringa),Sachet,50.0
1566,2019,fatick,Feuilles de nébéday (moringa),Tas,75.0
1567,2019,fatick,Fonio,Kg,1300.0
1568,2019,fatick,Fromage,Boîte,1400.0
1569,2019,fatick,Fromage,Kg,
1570,2019,fatick,Fromage,Morceau,1050.0
1571,2019,fatick,Fromage,Sachet,1350.0
1572,2019,fatick,Fromage,Unit,1050.0
1573,2019,fatick,Gibiers,Kg,
1574,2019,fatick,Gingembre,Kg,1600.0
1575,2019,fatick,Gingembre,Sachet,150.0
1576,2019,fatick,Gingembre,Tas,
1577,2019,fatick,Gingembre,Unit,
1578,2019,fatick,Gombo frais,Boite De Tomate/Pot,
1579,2019,fatick,Gombo frais,Kg,800.0
1580,2019,fatick,Gombo frais,Sachet,50.0
1581,2019,fatick,Gombo frais,Tas,50.0
1582,2019,fatick,Gombo frais,Unit,100.0
1583,2019,fatick,Gombo sec,Cup/Goblet,
1584,2019,fatick,Gombo sec,Sachet,25.0
1585,2019,fatick,Gâteaux,Kg,350.0
1586,2019,fatick,Gâteaux,Morceau,
1587,2019,fatick,Gâteaux,Sachet,150.0
1588,2019,fatick,Gâteaux,Unit,
1589,2019,fatick,Haricot vert,Kg,850.0
1590,2019,fatick,Haricot vert,Sachet,100.0
1591,2019,fatick,Haricot vert,Tas,100.0
1592,2019,fatick,Huile d'arachide raffinée,Bouteilles,
1593,2019,fatick,Huile d'arachide raffinée,Litre,800.0
1594,2019,fatick,Huile d'arachide raffinée,Quart De Litre,
1595,2019,fatick,"Huile d____arachide ""ségal""",Bouteille de 5 Litres,5000.0
1596,2019,fatick,"Huile d____arachide ""ségal""",Bouteille de 50 cl,700.0
1597,2019,fatick,"Huile d____arachide ""ségal""",Demi Litre,500.0
1598,2019,fatick,"Huile d____arachide ""ségal""",Litre,833.3333333
1599,2019,fatick,"Huile d____arachide ""ségal""",Quart De Litre,250.0
1600,2019,fatick,Huile de palme raffinée,Demi Litre,500.0
1601,2019,fatick,Huile de palme raffinée,Litre,800.0
1602,2019,fatick,Huile de palme raffinée,Quart De Litre,200.0
1603,2019,fatick,Huile de palme rouge,"12,5cl(Demi Walatt)",200.0
1604,2019,fatick,Huile de palme rouge,Boite De Tomate/Pot,250.0
1605,2019,fatick,Huile de palme rouge,Bouteille de 1 Litre,1300.0
1606,2019,fatick,Huile de palme rouge,Bouteille de 50 cl,
1607,2019,fatick,Huile de palme rouge,Bouteilles,
1608,2019,fatick,Huile de palme rouge,Cup/Goblet,1500.0
1609,2019,fatick,Huile de palme rouge,Demi Litre,750.0
1610,2019,fatick,Huile de palme rouge,Litre,1400.0
1611,2019,fatick,Huile de palme rouge,Louche Traditionnelle,
1612,2019,fatick,Huile de palme rouge,Quart De Litre,350.0
1613,2019,fatick,Huile de palme rouge,Sachet,1000.0
1614,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Boite De Tomate/Pot,
1615,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 1 Litre,500.0
1616,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 25cl,250.0
1617,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Bouteille de 5 Litres,
1618,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Demi Litre,425.0
1619,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Litre,800.0
1620,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Quart De Litre,250.0
1621,2019,fatick,"Huile de soja / végétale (e.g., Ninaal, Jaara, etc.)",Sachet,
1622,2019,fatick,Igname,Unit,
1623,2019,fatick,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 1L,500.0
1624,2019,fatick,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 25cl,75.0
1625,2019,fatick,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Bouteille de 33cl,300.0
1626,2019,fatick,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Brique Carton,1000.0
1627,2019,fatick,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Canette,
1628,2019,fatick,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Litre,850.0
1629,2019,fatick,"Jus de fruits (orange, bissap, gingembre, jus de cajou,etc.)",Sachet,100.0
1630,2019,fatick,Jus en poudre,Sachet,162.5
1631,2019,fatick,"Lait caillé, yaourt",Boite De Tomate/Pot,325.0
1632,2019,fatick,"Lait caillé, yaourt","Bouteille de 1,5 L",
1633,2019,fatick,"Lait caillé, yaourt",Bouteilles,
1634,2019,fatick,"Lait caillé, yaourt",Cup/Goblet,175.0
1635,2019,fatick,"Lait caillé, yaourt",Litre,500.0
1636,2019,fatick,"Lait caillé, yaourt",Sachet,200.0
1637,2019,fatick,"Lait caillé, yaourt",Seau,
1638,2019,fatick,Lait concentré non-sucré,Boîte,250.0
1639,2019,fatick,Lait concentré sucré,Boîte,1000.0
1640,2019,fatick,Lait en poudre,Kg,2500.0
1641,2019,fatick,Lait en poudre,Paquet,1500.0
1642,2019,fatick,Lait en poudre,Sac (25 Kg),
1643,2019,fatick,Lait en poudre,Sachet,100.0
1644,2019,fatick,Lait en poudre,Tablespoon,1500.0
1645,2019,fatick,Lait en poudre,Teaspoon,1700.0
1646,2019,fatick,Lait et farines pour bébé,Boîte,
1647,2019,fatick,Lait et farines pour bébé,Sachet,600.0
1648,2019,fatick,Lait et farines pour bébé,Tablespoon,
1649,2019,fatick,Lait frais,Boite De Tomate/Pot,
1650,2019,fatick,Lait frais,Bouteille de 1 Litre,600.0
1651,2019,fatick,Lait frais,Bouteilles,
1652,2019,fatick,Lait frais,Demi Litre,500.0
1653,2019,fatick,Lait frais,Litre,500.0
1654,2019,fatick,Lait frais,Sachet,100.0
1655,2019,fatick,Lait frais,Seau,
1656,2019,fatick,Mangue,Kg,300.0
1657,2019,fatick,Mangue,Sachet,250.0
1658,2019,fatick,Mangue,Seau,500.0
1659,2019,fatick,Mangue,Unit,100.0
1660,2019,fatick,Manioc,Kg,400.0
1661,2019,fatick,Manioc,Morceau,50.0
1662,2019,fatick,Manioc,Tas,100.0
1663,2019,fatick,Manioc,Unit,75.0
1664,2019,fatick,Mayonnaise,Pot,1000.0
1665,2019,fatick,Mayonnaise,Sachet,100.0
1666,2019,fatick,Mayonnaise,Tablespoon,625.0
1667,2019,fatick,Mayonnaise,Teaspoon,525.0
1668,2019,fatick,Maïs en grain,Boite De Tomate/Pot,10000.0
1669,2019,fatick,Maïs en grain,Kg,250.0
1670,2019,fatick,Maïs en épi,Unit,
1671,2019,fatick,Miel,Bouteille de 1 Litre,
1672,2019,fatick,Miel,Bouteille de 50 cl,
1673,2019,fatick,Miel,Bouteilles,
1674,2019,fatick,Miel,Litre,
1675,2019,fatick,Miel,Sachet,300.0
1676,2019,fatick,Miel,Tablespoon,2000.0
1677,2019,fatick,Mil,Boite De Tomate/Pot,225.0
1678,2019,fatick,Mil,Kg,225.0
1679,2019,fatick,Mil,Sachet,100.0
1680,2019,fatick,Niébé/Haricots secs,Boite De Tomate/Pot,550.0
1681,2019,fatick,Niébé/Haricots secs,Boîte,
1682,2019,fatick,Niébé/Haricots secs,Cup/Goblet,500.0
1683,2019,fatick,Niébé/Haricots secs,Kg,600.0
1684,2019,fatick,Niébé/Haricots secs,Sachet,50.0
1685,2019,fatick,Niébé/Haricots secs,Teacup,500.0
1686,2019,fatick,Noix de cajou,Sachet,
1687,2019,fatick,Noix de coco,Sachet,100.0
1688,2019,fatick,Noix de coco,Unit,
1689,2019,fatick,Noix de cola,Kg,
1690,2019,fatick,Noix de cola,Sachet,100.0
1691,2019,fatick,Noix de cola,Tas,
1692,2019,fatick,Noix de cola,Unit,50.0
1693,2019,fatick,Oeufs,Demi Tablette,1750.0
1694,2019,fatick,Oeufs,Sachet,
1695,2019,fatick,Oeufs,Tablette (30),
1696,2019,fatick,Oeufs,Tas,250.0
1697,2019,fatick,Oeufs,Unit,100.0
1698,2019,fatick,Oignon frais,Boite De Tomate/Pot,
1699,2019,fatick,Oignon frais,Filet (5 Kg),
1700,2019,fatick,Oignon frais,Kg,300.0
1701,2019,fatick,Oignon frais,Morceau,
1702,2019,fatick,Oignon frais,Sac (25 Kg),
1703,2019,fatick,Oignon frais,Tas,75.0
1704,2019,fatick,Oignon frais,Unit,33.33333333
1705,2019,fatick,Orange,Kg,600.0
1706,2019,fatick,Orange,Sachet,500.0
1707,2019,fatick,Orange,Tas,100.0
1708,2019,fatick,Orange,Unit,75.0
1709,2019,fatick,Pain moderne,Demi-Miche,100.0
1710,2019,fatick,Pain moderne,Miche,150.0
1711,2019,fatick,Pain moderne,Quart de Miche,
1712,2019,fatick,Pain moderne,Sachet,225.0
1713,2019,fatick,Pain moderne,Tiers de Miche,50.0
1714,2019,fatick,Pain traditionnel,Demi-Miche,100.0
1715,2019,fatick,Pain traditionnel,Miche,100.0
1716,2019,fatick,Pain traditionnel,Tiers de Miche,
1717,2019,fatick,"Pastèque, Melon",Tas,2000.0
1718,2019,fatick,"Pastèque, Melon",Tranche,
1719,2019,fatick,"Pastèque, Melon",Unit,500.0
1720,2019,fatick,Patate douce,Kg,400.0
1721,2019,fatick,Patate douce,Morceau,50.0
1722,2019,fatick,Patate douce,Tas,100.0
1723,2019,fatick,Patate douce,Unit,75.0
1724,2019,fatick,Petit pois secs,Boîte,
1725,2019,fatick,Petit pois secs,Kg,800.0
1726,2019,fatick,Petit pois secs,Sachet,200.0
1727,2019,fatick,Petits pois conserve,Boite De Tomate/Pot,
1728,2019,fatick,Petits pois conserve,Boîte,600.0
1729,2019,fatick,Petits pois conserve,Sachet,
1730,2019,fatick,Piment,Boite De Tomate/Pot,350.0
1731,2019,fatick,Piment,Kg,2000.0
1732,2019,fatick,Piment,Sachet,25.0
1733,2019,fatick,Piment,Tas,50.0
1734,2019,fatick,Piment,Unit,50.0
1735,2019,fatick,Poisson frais thiof/seudd (baracouda),Kg,
1736,2019,fatick,Poisson frais thiof/seudd (baracouda),Morceau,500.0
1737,2019,fatick,Poisson frais thiof/seudd (baracouda),Tas,500.0
1738,2019,fatick,Poisson frais thiof/seudd (baracouda),Unit,800.0
1739,2019,fatick,Poisson frais wass,Kg,150.0
1740,2019,fatick,Poisson frais wass,Tas,500.0
1741,2019,fatick,Poisson frais wass,Unit,416.6666667
1742,2019,fatick,Poisson frais yaboy ou obo (sardinelle),Kg,500.0
1743,2019,fatick,Poisson frais yaboy ou obo (sardinelle),Tas,300.0
1744,2019,fatick,Poisson frais yaboy ou obo (sardinelle),Unit,150.0
1745,2019,fatick,Poisson fumé kétiakh (sardinelle),Cornet,75.0
1746,2019,fatick,Poisson fumé kétiakh (sardinelle),Kg,500.0
1747,2019,fatick,Poisson fumé kétiakh (sardinelle),Sachet,125.0
1748,2019,fatick,Poisson fumé kétiakh (sardinelle),Tas,100.0
1749,2019,fatick,Poisson fumé kétiakh (sardinelle),Unit,100.0
1750,2019,fatick,"Poisson séché (tambadiang, kong, etc.)",Boite De Tomate/Pot,225.0
1751,2019,fatick,"Poisson séché (tambadiang, kong, etc.)",Kg,800.0
1752,2019,fatick,"Poisson séché (tambadiang, kong, etc.)",Morceau,50.0
1753,2019,fatick,"Poisson séché (tambadiang, kong, etc.)",Tas,175.0
1754,2019,fatick,"Poisson séché (tambadiang, kong, etc.)",Unit,62.5
1755,2019,fatick,Poivron frais,Kg,600.0
1756,2019,fatick,Poivron frais,Tas,125.0
1757,2019,fatick,Poivron frais,Tranche,50.0
1758,2019,fatick,Poivron frais,Unit,50.0
1759,2019,fatick,Pomme de terre,Kg,400.0
1760,2019,fatick,Pomme de terre,Tas,100.0
1761,2019,fatick,Pomme de terre,Unit,235.7142857
1762,2019,fatick,Poulet sur pied,Unit,3000.0
1763,2019,fatick,Pâte d'arachide,Kg,800.0
1764,2019,fatick,Pâte d'arachide,Sachet,150.0
1765,2019,fatick,Pâte d'arachide,Seau,
1766,2019,fatick,Pâte d'arachide,Tablespoon,
1767,2019,fatick,Pâtes alimentaires,Boite De Tomate/Pot,
1768,2019,fatick,Pâtes alimentaires,Kg,800.0
1769,2019,fatick,Pâtes alimentaires,Paquet,200.0
1770,2019,fatick,Pâtes alimentaires,Sac,100.0
1771,2019,fatick,Pâtes alimentaires,Sachet,150.0
1772,2019,fatick,Riz importé brisé,Boite De Tomate/Pot,13500.0
1773,2019,fatick,Riz importé brisé,Kg,13000.0
1774,2019,fatick,Riz importé entier,Boite De Tomate/Pot,13500.0
1775,2019,fatick,Riz importé entier,Kg,400.0
1776,2019,fatick,Riz local brisé,Boite De Tomate/Pot,13500.0
1777,2019,fatick,Riz local brisé,Kg,300.0
1778,2019,fatick,Riz local entier,Boite De Tomate/Pot,8000.0
1779,2019,fatick,Riz local entier,Kg,300.0
1780,2019,fatick,"Salade (laitue, batavia, etc.)",Tas,300.0
1781,2019,fatick,"Salade (laitue, batavia, etc.)",Unit,200.0
1782,2019,fatick,Sel,Boite De Tomate/Pot,100.0
1783,2019,fatick,Sel,Boîte,
1784,2019,fatick,Sel,Kg,50.0
1785,2019,fatick,Sel,Paquet,
1786,2019,fatick,Sel,Sac,
1787,2019,fatick,Sel,Sachet,50.0
1788,2019,fatick,Sel,Tablespoon,100.0
1789,2019,fatick,Sorgho,Kg,
1790,2019,fatick,Soumbala (netetou),Boite De Tomate/Pot,325.0
1791,2019,fatick,Soumbala (netetou),Boule (Dankk),50.0
1792,2019,fatick,Soumbala (netetou),Kg,1000.0
1793,2019,fatick,Soumbala (netetou),Sachet,25.0
1794,2019,fatick,Soumbala (netetou),Tas,
1795,2019,fatick,Soumbala (netetou),Unit,25.0
1796,2019,fatick,Sucre (poudre ou morceaux),Kg,600.0
1797,2019,fatick,Sucre (poudre ou morceaux),Paquet (1 Kg),750.0
1798,2019,fatick,Sucre (poudre ou morceaux),Sachet,150.0
1799,2019,fatick,Sucre (poudre ou morceaux),Teacup,650.0
1800,2019,fatick,Sucre (poudre ou morceaux),Unit,
1801,2019,fatick,Thé,Paquet,100.0
1802,2019,fatick,Thé,Sachet,100.0
1803,2019,fatick,Tomate fraîche,Bassine,
1804,2019,fatick,Tomate fraîche,Boite De Tomate/Pot,175.0
1805,2019,fatick,Tomate fraîche,Bol,100.0
